kalimat;tag_bipolar;tag_depresi;tag_insomnia;tag_kecemasan;tag_skizofrenia
sawaktu kecil saya kan pernah ngalamin tindak penganiayaan atau kekerasan dari orang tua tiri saya sampai umur 18 tahun dan saya jarang di beri perhatian oleh ibu saya sampai akhirnya mereka bercerai dan sekarang berimbas pada saya ketika saya mengomong di depan umum peluh saya akan banjiri badan dan entah kenapa kalo orang lihat saya waktu berbicara bawaan nya saya takut mereka bakal ngejek waktu pacaran saya pernah memegang tangan cewek saya pertama nyaman habis itu saya tampa alasan membencinya entah kenapa saya tidak tau saya sudah berusaha berbicara dan membuka diri namun tau saya enggak baikan sama dia namun aneh nya saat melihat orang lain sama dia saya merasa di kucilkan sehingga saya sering ngitung diri di rumah sampai ibu saya nyebut saya tidak bermasyarakat saya pengin jujur sama ibu namun sok tau saya takut membicarakan;1;0;0;0;0
saya dea sejak beberapa bulan yang lalu semenjak saya kehilangan sosok yang penting bagi saya saya selalu mel apkan rasa sedih marah saya dengan memukuli diri sendiri awalnya menggigit lengan saya sampai ssya mulai berani menyilet lengan saya berkali ksli belakangan ini saya sering menangis tanpa sebab dan tidak terkontrol saya seolah tidak mengenal diri saya senditi karena seperti lepas kontrol dan jsdi semakin suka menyskiti diri sendiri ketika sedih atau kecewa baiknya bagaimana ya;0;1;0;0;0
dokadakah dokter psikiatri yang menggunakan metode hipnotis ketika pasien menceritakan masalahnya karena jika ada saya butuh itu sebab saya tidak yakin mampu menceritakan semua masalah saya ketika saya;0;1;0;0;0
dokdok saya ingin bertanya saya sering mengalami merasa bingung sendiri secara tiba tibaterkadang saya merasa biasa saja tiba tiba saya merasa bingung dan akhirnya selalu memilih untuk berdiam diri dikamar selama beberapa hari dan jika sudah merasa perasaan enak an saya baru bisa berinteraksi lagi dengan sekitarsaya memang sedang melakukan pengobatan dan diberi obat camlet 2mg oleh doktertapi makin kesini nya saya berpikir obat ini menjadi candu karena saya tidak bisa berbicara secara percaya diri di publik jika tidak mengkonsumsi obat itusampai akhirnya saya memutuskan untuk berhenti secara mendadak selama beberapa minggu pasca berhenti mengkonsumsi obat nya saya merasa gangguan kebingungan saya kambuh lgsaya mau konsumsi lagi tapi saya takut menjadi candu karena camlet merupakan obat psikotropikaapakah ada saran lain selain mengkonsumsi obat itu karena makin kesini saya selalu menyendiri dan sangat jarang berinteraksi dengan sekitar karena merasa tidak pada dan sering emosianterimakasih sebelumnya;0;0;0;0;1
dokibu saya seperti mengalami gangguan jiwa kadang kalau di tanya jawab enggak menyambung terus sering mengambil barang orang lain pernah juga menggagu orang sholat dengan melempari biji klengkeng tapi terkadang beliau seperti biasa saja bagaimana solusi apa yang harus saya lakukan saya merasa kasihan karena banyak orang yang menghina dan meremehkan;1;0;0;0;0
dokizin tanya tadi baru saja melakukan cukur rambut dan tiba-tiba saya menyadari kedua tangan saya melipat seperti akan berdoa namun kedua tangan saya saling menekan seakan ingin mematahkan jari jari dan kaki saya tiba-tiba melipat membentuk silang dimana kaki kiri yang ada di depan setelah saya menyadari kedua hal tersebut saya mencoba untuk rileks dan tenang namun tiba tiba kejadian yang sama terulang kembali dan malahan kulit jari tangan saya sampai terkelupas mohon penjelasan nya dan untuk tambahan saya orang nya lebih suka menyendiri dan susah untuk berbaur dengan;0;0;0;0;1
dokkami dari indramayukami mempunyai saudara yang punya gangguan jiwan sering meresah kan warga sekitarsering merusak rumah warga sekitar mau melukai orang lainharus bagaimana dokklo bawa ada bina dalam rsj bagaimana kasihan orang-orang yang sekitar nya sering bikin resah karena mengamuk;0;0;0;0;1
dokmaaf ngechat malam malam begini doksaya mau meminta saran apakah harus ke psikolog atau psikiater dokter saja nanganin juga gapapa kok karena masih enggak mengerti dan enggak tau cara bagaimana mau mengadu ini oiya kalo ada bpjs apakah bisa meminta rujuk ke rs yang ada dari psikiaternya jadi keluhan saya begini dokhati ini selalu uring uringan pacaran enggak jadi beban mungkin cuma karena dikeluarga saja dan enggak bisa menangis didepan orang enggak bisa ngungkapin perasaan yang ada selalu dipendam sendiri kadang suka mengomong sendiri depan kaca nyemangatin diri sering banget sendawa berkali dan saya enggak mau diagnosis sendiri kayak penyakit gerd begitu pengin menangis pengin teriak tapi enggak tau apa yang ditangisin enggak bisa lihat yang galau dikit auto terbawa perasaannya dulu pernah suka drakor eh taunya sad ending hampir setahunan moveonnya nangisin enggak jelas begituan tangan kalo lagi mengobrol sama orang terutama lawan jenis suka gemeteran sendiri kadang suka panic attack dan saya masih memendam sampai sekarang kesedihan ditinggal sahabat suka lagi ketawa eh tau tau sedih banget suasana hati dan mungkin karena keluarga juga masih tabu hal seperti ini jadi gamungkin buat mengadu kayak begini apalagi adek saya autis yang suka ngamuk enggak jelas terus saya enggak bisa dibentak dikit auto kepikiran bagaimana ya cara menghilangkan omongan orang padahal enggak mau diingatkan tapi terlintas sendiri malah pengin rasanya dihipnotis buat menghilangkan beban ini segala cara rasanya sudah dilakuin buat menangis mengadu sama allah tapi takut mau buat yang enggak lagi dulu 3 tahun lalu pernh sayat kecil tangan biar lebih tenang hati ternyata bisa jadi tentram tapi enggak dilanjutin lagi karena pindh kota selama 2 bulan alhamdulillah sudah tentram jiwa tapi akhir ini rasanya kayak galau enggak jelas lagi sampai dulu gapernh mau rambut panjang sekarang rambut gapernh bisa panjang karena bosan dikit potong dan sekarang sepertinya banyak tremornya banyak takut ini takut itu gasuka dikeramaian lebih suka main hp di kamar saja paling anti sekarang pulang ke kampung takut dibandingn sama sodara yang lebih apakah ada cara untuk penyelesaianya untuk saat ini mungkin saya butuh obat tapi yang pasti bisa rekomendasi cuma dari kan oiya saya punya badan dari dulu kerja dikit tapi ngantuk terus dulu sering begadang tapi sekarang sudah jarang banget karena ada kuliah untuk buat tugas kuliah saja perlu mood yang bagus juga;1;1;0;0;0
doksaya ada gangguan rasa takut yang sudah berjalan selama 2 mingguhal ini di karenakan rasa takut saya akan hal yang saya anggap tempat saya bekerja menakutkan selama 2 minggu ini yang saya alami selalu berhalusinasi dan merasa selalu ketakutan bahkan di siang haridan jantung saya selalu berdegup kencang setiap saya kepikiran hal itu dan merasa badan lemas dada juga kadang terasa sesakapa yang harus saya lakukan untuk menghilangkan ketakutan sayadan apa efek dari ketakutan;0;0;0;0;1
doksaya pernah dekat dengan seseorang yang tidak pernah saya expect sebelumnya kami memang tidak pacaran dan sayapun tidak akan memberikan feedback terlalu jauh apabila dia tidak men treat saya sampai sebegitunya banyak hal sudah kita lalui suka duka bersama namun tiba tiba dia pergi meninggalkan saya dan pacaran dengan orang lain yang jauh lebih lebih dibandingkan saya saya tidak pernah mendapatkan penjelasan mengapa dia tiba tiba berubah total sehingga saya cuma bisa menyimpulkan sendiri kalau dia memandang seseorang dari kecantikan dari situ masalah mulai muncul exactly saya kecewa sedih dan tidak bisa saya ceritakan kepada siapapun hari hari saya cuma bisa menangis meratapi dan bertanya mengapa ini terjadi dalam hidup saya sampai pada akhirnya dia datang pergi datang pergi begitu terus dalam hidup saya saya makin sedih dan selalu menangisi dia setiap hari dan itu semua punya impact besar dalam perubahan di hidup saya organisasi kacau gara gara saya sosial saya kacau interaksi dengan orang lain juga bermasalah sampai detik ini saya selalu menyalahkan diri saya sendiri saya merasa tidak cantik tidak pintar pembuat ulah saya sedih enggak bisa menahan ini sendiri tapi saya juga tidak bisa cerita ke siapapun banyak kekecawan yang saya rasakan dan saya sadar hidup saya kacau sekali saya tidak tahu harus bagaimana untuk bisa bangkit dan punya percaya diri lagi saya merasa hampa enggak punya tujuan dan selau menyalahkan diri sendiri apa yang harus saya lakukan saya benar benar tidak punya alasan untuk bisa berpikir jernih bangkit dan hidup lebih baik lagi ini sudah sangat mengganggu total hidup saya;0;1;0;0;0
doksaya siswi sampai kelas 9 sejak sd karakter saya ketika di rumah atau lingkungan keluarga dengan di sekolah berbeda di rumah kepada keluarga saya cenderung pendiam irit bicara jarang berekspresi berbicara hanya sepatah dua kata sedangkan di sekolah berbanding terbalik saya ekspresif mudah bergaul banyak berbicara itu gejala apa ya bipolar kepribadian ganda atau yang;1;0;0;0;0
dokk sebelumnya saya memiliki beberapa pertanyaan saya memiliki gangguan tidurr atau insomnia dan saya ingin menggunakan obat tidur dan jika menggunakan obat tidur apakah ketika kita tidur jika dibangunkan kita akan bangun atau kita akan bangun dengan sendirinya berapa lama waktu tidur yang kita dapat setelah mengonsumsi obat tidur dan efek apa saja yang ditimbulkan;0;0;1;0;0
dokk saya serli umur 16thsaya mau menanyakan kenapa saya selalu merasa sedih merasa bersalah setiap haridulu saat sd saya sering di bully sama teman saya sampai saya enggak semangat buat sekolah saat sampai juga saya pernah di bully teman sekelas enggak tau salah saya apa saya juga enggak punya sahabat buat teman cerita jadi saya selalu merasa sendiri enggak semangat buat sekolah selain itu kedua orang tua saya juga selalu sibuk bekerja saya jarang bertemu orang tua saya selain enggak punya sahabat saya juga merasa kesepian karena enggak ada orang tua saya saya juga pernah ngalamin kecelakaan parah saya jadi takut saya selalu bertanya apa lagi yang bakal terjadi besok saya takut di bully saya juga takut sendirian saya takutt saya merasa tidak berguna saya berpikir untuk apa saya ada disini enggak ada yang mau mendengarkan saya setiap hari saya merasa kesepian saya merasa sendirian tidak ada yang peduli dengan saya tidak ada yang menganggap keberadaan saya tolong dijawab dokk saya ingin tau kenapa saya selalu merasa sedih setiap hari sampai saya sulit untuk tidur karena saya takut hal buruk bakal terjadi sama;0;1;0;0;0
doksaya ovalindu 27thakhir2 ini susah tidur kalo tidur sering terbangun tengah malam dan enggak bisa tidur lagi sampai pagi terus ada rasa bergerak juga dalam perut diatas pusar membuat saya semakin cemas dan ketakutan saya sampai takut tidur takut mati takut berlebihan dan selalu gelisah mohon solusi nya dokter;0;0;1;0;0
doksaya mau tanya ibu saya sudah di menyatakan negatif tes pcr 30 juli 21 namun sekarang mengalami keluhan badan terasa panas seperti di kepung bara api saat tiba dingin terasa di dalam lemari es namun saat di cek suhu tubuh normal 36 6 36 8 dan selalu bilang tidak bisa tidur serta dari raut wajah kelihatan sedang cemasmohon penjelasan penyakit apa yang di alami ibu saya;0;0;1;0;0
dokter saya ina dari jakarta umur 20 tanya nih setelah lulus sekolah saya tidak mempunyai tujuan hidup dan semangat hidup apalagi sekarang saya bekerja di suatu perusahaan sebagai sales yang bertolak belakang dengan kehidupan saya saya itu tidak nyaman dengan banyak orang ketemu orang baru bahkan di keluarga pun saya tidak suka banyak bicara dengan keadaan saya yang sekarang saya malah semakin tidak tahu punya tujuan dan semanga dalam ya yang bisa saya lakukan untuk mengatasi hal ini;0;1;0;0;0
dokter saya punya kecemasan yang sangat banyak selama kedua orang tua saya meninggal saya selalu berpikir untuk bunuh diri dan melukai diri saya merasa tidak berguna untuk hidup saya tidak bisa mengendalikan pikiran saya ketika memukul diri saya sendiri kata teman saya saya sedang depresi tapi saya tidak mau melakukan vonis ke diri sendiri dan juga saat ditempat ramai saya sangat tidak nyaman saya mudah sesak berkeringat tangan dan kaki saya dingin tapi tubuh saya terasa panas saya kenapa ya dokter mohon;0;1;0;0;0
dokter saya ingin bertanya kenapa ya mood saya suka berubah dengan cepat kadang hanya berselang beberapa hari ataupun berbulan dulu saya pernah berada di mood yang sedih banget enggak punya semangat untuk melakukan aktivitas dan melakukan self harm dan itu berlangsung selama 3bulanan kalau saya lagi mood yang senang itu bisa over banget senengnya tapi beberapa hari kemudian tiba tiba enggak mood tanpa alasan yang pasti dan itu membuat saya menjadi sangat emosional sampai membentak teman jika berada di samping saya saya sudah sering bercerita dengan teman saya agar mendapat saran positif tetapi itu tidak membantu dan malah akan membuat saya menjadi semakin tidak mood dan sedihtidur saya pun sudah tidak teratur dan pola makan saya juga sudah tidak teratur saya kadang suka berhalusinasi seperti membayangkan bahwa saya masih berada di masa lalu yang telah terjadi 5tahun belakangan ini apakah saya memiliki gangguan atau penyakit dan apakah ada cara menangani hal tersebut terima kasih dokter semoga;1;0;0;0;0
dokter akhir akhir ini saya susah tidur kadang bisa tidur kalau jam 3 subuh dan saya tidak tau apa penyebabnya ini diwaktu siang pun begitu susah mau tidur;0;0;1;0;0
dokter apakah seorang pasien penderita skizofrenia dapat menjadi penderita agalmatofilia apakah penderita keduanya dapat sembuh;0;0;0;0;1
dokter saya bahrul ulum berusia 22 tahun asal saya dari ciamis jawa mempunyai permasalahan kondisi pikiran yang sedang di rasakan diantaranya sulit mudah lelah pikiran dan fisik badan padahal tidak beraktivitas sulit untuk mudah cemas halusinasi membayangkan di pikiran kehidupan orang lain bahkan kesuksesanyapun selalu terbayang bayang di pikiran hingga bisa meniru kehidupannya jika berativitas di luar sulit menjalani aktivitas di luar pikiran negatif sering muncul jika bersosialisasi terlalu lama di luar kurangnya motivasi dalam menjalani selalu ketakutan dan melihat mudah marah dipikiran selalu terbayang melihat aktivitas orang lain daripada menjalankan aktivitas jika sedang sendiri ada orang lain berbicara mudah sehabis bangun tidur badan terasa malas melakukan beberapa pertanyaan tersebut gejala apa yang saya derita dan bagaiamana cara mengatasi dan proses penyembuhanya seperti apa;0;1;0;0;0
dokter saya ingin bertanya saya punya teman dia seorang penderita bipolar apakah gangguan mental tersebut bisa menyebabkan masalah serius untuk jangka panjang terima;1;0;0;0;0
dokter saya ingin bertanya saya sering mengalami kejadian kontrol emosi yang aneh emosi yang saya keluarkan tidak sesuai dengan perasaan saya pernah saat sedang rawat inap saat mantri menyuntikan obat melalui selang infus saya merasakan sakit tapi ekspresi saya justru tertawa terbahak bahak dengan waktu yang cukup lama bahkan saat mantri sudah meninggalkan ruangan saya masih tertawa bagaimana solusinya kadang saya merasa malu apabila tiba tiba tertawa atau menangis dengan keadaan dan tempat yang tidak;1;0;0;0;0
